site,month,year,date,observer,transect,start_time,end_time,weather,wind,sky,floral_visitor_ID,More Specific ID?,plant_visiting ,num_individuals ,notes,associated_media
La Cumbre,7,2021,7/15/2021,Gaby,3,1212,1217,72,1,clear,HB,,Mint,9,,
Mesa,7,2021,7/28/2021,Gaby,1,1124,1134,66,0,bright overcast,HB,,Lavender,3,,
Mesa,7,2021,7/28/2021,Gaby,2,1135,1145,66,0,bright overcast,HB,,Calendula,1,,
Mesa,7,2021,7/28/2021,Gaby,2,1135,1145,66,0,bright overcast,HB,,Geranium,1,,
Mesa,7,2021,7/28/2021,Gaby,1,1146,1156,68,1,bright overcast,HB,,Lavender,2,,
Mesa,7,2021,7/28/2021,Gaby,2,1157,1207,68,1,bright overcast,HB,,Calendula,2,,
Mesa,7,2021,7/28/2021,Gaby,2,1157,1207,68,1,bright overcast,HB,,Rosemary,1,,
Mesa,7,2021,7/28/2021,Gaby,2,1157,1207,68,1,bright overcast,HB,,Geranium,1,,
SBCC,7,2021,7/23/2021,Gaby,1,1753,1758,70,1,clear,HB,,Blue basil,9,,
SBCC,7,2021,7/23/2021,Gaby,2,1759,1804,70,1,clear,na,,,0,,
SBCC,7,2021,7/23/2021,Gaby,3,1805,1810,70,1,clear,HB,,Blue basil,4,,
SBCC,7,2021,7/23/2021,Gaby,4,1811,1816,70,1,clear,na,,,0,,
SBCC,7,2021,7/23/2021,Gaby,1,1817,1822,70,1,clear,HB,,Blue basil,6,,
SBCC,7,2021,7/23/2021,Gaby,2,1823,1828,70,1,clear,Hummingbird,,Canary Island Sage,1,,
SBCC,7,2021,7/23/2021,Gaby,3,1829,1834,70,1,clear,HB,,Blue basil,5,,
SBCC,7,2021,7/23/2021,Gaby,4,1835,1840,70,1,clear,na,,,0,,
