site,date,observer,transect,start_time,end_time,temp_C,wind,wind2,sky,floral_visitor_ID,MoreSpecificID,plant_visiting,num_individuals ,notes,temp_F,month,year,temp_Crounded
Mesa Harmony,4/28/2021,Gaby,1,1115,1125,19,0,,clear,SSB,,Eschscholzia californica,1,,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1115,1125,19,0,,clear,HB,Apis mellifera,Sedum sp.,1,,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1115,1125,19,0,,clear,HB,Apis mellifera,Calendula sp.,3,,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1115,1125,19,0,,clear,HB,Apis mellifera,Lavandula stoechas,3,,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1115,1125,19,0,,clear,Carpenter,,Sedum sp.,1,,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1115,1125,19,0,,clear,Bumble,,Lathyrus odoratus,1,,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1115,1125,19,0,,clear,HB,Apis mellifera,Prunus sp. 'Pluot',1,,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,2,1126,1136,19,0,,clear,HB,Apis mellifera,Calendula sp.,2,,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,2,1126,1136,19,0,,clear,HB,Apis mellifera,Prunus salicina,1,Plum,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1140,1150,19,0,,clear,HB,Apis mellifera,Eschscholzia californica,1,,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1140,1150,19,0,,clear,HB,Apis mellifera,Sedum sp.,2,,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1140,1150,19,0,,clear,HB,Apis mellifera,Calendula sp.,6,,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1140,1150,19,0,,clear,HB,Apis mellifera,Lavandula stoechas,4,,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1140,1150,19,0,,clear,HLB,,Lavandula stoechas,1,,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,1,1140,1150,19,0,,clear,HLB,,Calendula sp.,1,,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,2,1202,1212,19,0,,clear,HB,Apis mellifera,Geranium sp.,1,,66,4,2021,19
Mesa Harmony,4/28/2021,Gaby,2,1202,1212,19,0,,clear,HB,Apis mellifera,Calendula sp.,2,,66,4,2021,19
SBCC,4/28/2021,Gaby,1,1530,1535,21,0,,clear,HB,Apis mellifera,Borago officinalis,15,,70,4,2021,21
SBCC,4/28/2021,Gaby,1,1530,1535,21,0,,clear,HB,Apis mellifera,Ocimum kilimandscharicum x basilicum,8,Ocimum kilimandscharicum x basilicum 'Dark Opal',70,4,2021,21
SBCC,4/28/2021,Gaby,1,1530,1535,21,0,,clear,Bumble,,Eschscholzia californica,2,,70,4,2021,21
SBCC,4/28/2021,Gaby,2,1536,1541,21,0,,clear,Carpenter,,Salvia canariensis,1,,70,4,2021,21
SBCC,4/28/2021,Gaby,2,1536,1541,21,0,,clear,Bumble,,Salvia canariensis,1,,70,4,2021,21
SBCC,4/28/2021,Gaby,2,1536,1541,21,0,,clear,Fly,,Salvia canariensis,1,,70,4,2021,21
SBCC,4/28/2021,Gaby,3,1555,1600,21,0,,clear,HB,Apis mellifera,Ocimum kilimandscharicum x basilicum,5,Ocimum kilimandscharicum x basilicum 'Dark Opal',70,4,2021,21
SBCC,4/28/2021,Gaby,3,1555,1600,21,0,,clear,HB,Apis mellifera,Ceanothus sp.,3,,70,4,2021,21
SBCC,4/28/2021,Gaby,3,1555,1600,21,0,,clear,Bug,,Ceanothus sp.,1,,70,4,2021,21
SBCC,4/28/2021,Gaby,4,1601,1606,21,0,,clear,HB,Apis mellifera,Prunus ilicifolia ssp. lyonii,18,,70,4,2021,21
SBCC,4/28/2021,Gaby,1,1608,1613,21,0,,clear,Bumble,,Borago officinalis,2,,70,4,2021,21
SBCC,4/28/2021,Gaby,1,1608,1613,21,0,,clear,HB,Apis mellifera,Ocimum kilimandscharicum x basilicum,7,Ocimum kilimandscharicum x basilicum 'Dark Opal',70,4,2021,21
SBCC,4/28/2021,Gaby,1,1608,1613,21,0,,clear,HB,Apis mellifera,Borago officinalis,12,,70,4,2021,21
SBCC,4/28/2021,Gaby,1,1608,1613,21,0,,clear,Carpenter,,Ocimum kilimandscharicum x basilicum,1,Ocimum kilimandscharicum x basilicum 'Dark Opal',70,4,2021,21
SBCC,4/28/2021,Gaby,1,1608,1613,21,0,,clear,MHBB,,Ocimum kilimandscharicum x basilicum,1,Ocimum kilimandscharicum x basilicum 'Dark Opal',70,4,2021,21
SBCC,4/28/2021,Gaby,2,1618,1623,21,0,,clear,Bumble,,Salvia canariensis,3,,70,4,2021,21
SBCC,4/28/2021,Gaby,2,1618,1623,21,0,,clear,HB,Apis mellifera,Salvia canariensis,2,,70,4,2021,21
SBCC,4/28/2021,Gaby,2,1618,1623,21,0,,clear,Carpenter,,Salvia canariensis,2,,70,4,2021,21
SBCC,4/28/2021,Gaby,3,1629,1634,21,0,,clear,HB,Apis mellifera,Ocimum kilimandscharicum x basilicum,5,Ocimum kilimandscharicum x basilicum 'Dark Opal',70,4,2021,21
SBCC,4/28/2021,Gaby,3,1629,1634,21,0,,clear,Bumble,,Ceanothus sp.,1,,70,4,2021,21
SBCC,4/28/2021,Gaby,3,1629,1634,21,0,,clear,HB,Apis mellifera,Ceanothus sp.,2,,70,4,2021,21
SBCC,4/28/2021,Gaby,3,1629,1634,21,0,,clear,Fly,,Ocimum kilimandscharicum x basilicum,2,Ocimum kilimandscharicum x basilicum 'Dark Opal',70,4,2021,21
SBCC,4/28/2021,Gaby,4,1639,1644,21,0,,clear,HB,Apis mellifera,Prunus ilicifolia ssp. lyonii,26,,70,4,2021,21
SBCC,4/28/2021,Gaby,4,1639,1644,21,0,,clear,HB,Apis mellifera,Sedum sp.,1,,70,4,2021,21
SBCC,4/28/2021,Gaby,4,1639,1644,21,0,,clear,Bug,,Prunus ilicifolia ssp. lyonii,1,,70,4,2021,21
SBBG,4/29/2021,Gaby,1,1115,1125,28,0,,clear,SDB,,Salvia mellifera,1,,82,4,2021,28
SBBG,4/29/2021,Gaby,1,1115,1125,28,0,,clear,HB,Apis mellifera,Salvia mellifera,2,,82,4,2021,28
SBBG,4/29/2021,Gaby,1,1115,1125,28,0,,clear,Bug,,Salvia mellifera,1,,82,4,2021,28
SBBG,4/29/2021,Gaby,1,1115,1125,28,0,,clear,Bumble,,Salvia mellifera,1,,82,4,2021,28
SBBG,4/29/2021,Gaby,1,1115,1125,28,0,,clear,HB,Apis mellifera,Salvia leucophylla,3,,82,4,2021,28
SBBG,4/29/2021,Gaby,1,1115,1125,28,0,,clear,SDB,,Salvia leucophylla,1,,82,4,2021,28
SBBG,4/29/2021,Gaby,2,1129,1139,28,0,,clear,Bumble,,Salvia mellifera,1,,82,4,2021,28
SBBG,4/29/2021,Gaby,2,1129,1139,28,0,,clear,SSB,,Eriophyllum confertiflorum,3,,82,4,2021,28
SBBG,4/29/2021,Gaby,2,1129,1139,28,0,,clear,Fly,,Eriophyllum confertiflorum,2,,82,4,2021,28
SBBG,4/29/2021,Gaby,2,1129,1139,28,0,,clear,Bug,,Salvia azurea,1,,82,4,2021,28
SBBG,4/29/2021,Gaby,1,1153,1203,28,0,,clear,HB,Apis mellifera,Salvia mellifera,2,,82,4,2021,28
SBBG,4/29/2021,Gaby,1,1153,1203,28,0,,clear,MHBB,,Salvia mellifera,1,,82,4,2021,28
SBBG,4/29/2021,Gaby,1,1153,1203,28,0,,clear,HB,Apis mellifera,Salvia leucophylla,3,,82,4,2021,28
SBBG,4/29/2021,Gaby,1,1153,1203,28,0,,clear,HB,Apis mellifera,Eriodictyon californicum,1,,82,4,2021,28
SBBG,4/29/2021,Gaby,2,1206,1216,28,0,,clear,SDB,,Eriophyllum confertiflorum,1,,82,4,2021,28
SBBG,4/29/2021,Gaby,2,1206,1216,28,0,,clear,Bug,,Salvia azurea,1,,82,4,2021,28
SBBG,4/29/2021,Gaby,2,1206,1216,28,0,,clear,SSB,,Phacelia sp.,1,KJE note: this might be Polistoma,82,4,2021,28
Brad,4/30/2021,Gaby,1,1205,1215,19,1,,clear,,,,0,no visitors,66,4,2021,19
Brad,4/30/2021,Gaby,2,1217,1227,19,1,,clear,HB,Apis mellifera,Vicia faba,1,,66,4,2021,19
Brad,4/30/2021,Gaby,2,1217,1227,19,1,,clear,HB,Apis mellifera,Lycianthes sp.,1,,66,4,2021,19
Brad,4/30/2021,Gaby,1,1228,1238,19,1,,clear,,,,0,no visitors,66,4,2021,19
Brad,4/30/2021,Gaby,2,1239,1249,19,1,,clear,HB,Apis mellifera,Vicia faba,2,,66,4,2021,19
La Cumbre,4/30/2021,Gaby,1,1050,1058,22,0,,clear,HB,Apis mellifera,Tagetes sp.,1,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,1,1050,1058,22,0,,clear,SHBB,,Tagetes sp.,1,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,1,1050,1058,22,0,,clear,Bumble,,Cosmos,1,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,1,1050,1058,22,0,,clear,HB,Apis mellifera,Calendula sp.,1,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,2,1100,1107,22,0,,clear,HB,Apis mellifera,Diplotaxis tenuifolia,3,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,2,1100,1107,22,0,,clear,HB,Apis mellifera,Eschscholzia californica,2,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,2,1100,1107,22,0,,clear,Bumble,,Senna sp.,1,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,2,1100,1107,22,0,,clear,MHBB,,Calendula sp.,1,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,2,1100,1107,22,0,,clear,HB,Apis mellifera,Calendula sp.,1,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,3,1109,1114,22,0,,clear,HB,Apis mellifera,Lobularia maritima,1,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,3,1109,1114,22,0,,clear,Fly,,Lobularia maritima,1,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,3,1109,1114,22,0,,clear,HB,Apis mellifera,Ocimum kilimandscharicum x basilicum,1,Ocimum kilimandscharicum x basilicum 'Dark Opal',72,4,2021,22
La Cumbre,4/30/2021,Gaby,1,1115,1123,22,0,,clear,HB,Apis mellifera,Calendula sp.,2,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,1,1115,1123,22,0,,clear,HB,Apis mellifera,Cosmos,1,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,2,1124,1131,22,0,,clear,HB,Apis mellifera,Salvia sp.,1,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,2,1124,1131,22,0,,clear,HB,Apis mellifera,Diplotaxis tenuifolia,2,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,2,1124,1131,22,0,,clear,HB,Apis mellifera,Eschscholzia californica,2,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,2,1124,1131,22,0,,clear,SSB,,Diplotaxis tenuifolia,1,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,2,1124,1131,22,0,,clear,Bumble,,Eschscholzia californica,1,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,2,1124,1131,22,0,,clear,SHBB,,Eschscholzia californica,1,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,2,1124,1131,22,0,,clear,HB,Apis mellifera,Calendula sp.,2,,72,4,2021,22
La Cumbre,4/30/2021,Gaby,3,1132,1137,22,0,,clear,,,,0,no visitors,72,4,2021,22
Mesa Harmony,5/12/2021,Gaby,1,1126,1136,16,1,,bright overcast,Fly,,Sedum sp.,1,,61,5,2021,16
Mesa Harmony,5/12/2021,Gaby,1,1126,1136,16,1,,bright overcast,HB,Apis mellifera,Lavandula stoechas,3,,61,5,2021,16
Mesa Harmony,5/12/2021,Gaby,2,1137,1147,16,1,,bright overcast,,,,0,no visitors,61,5,2021,16
Mesa Harmony,5/12/2021,Gaby,1,1148,1158,16,1,,bright overcast,HB,Apis mellifera,Lavandula stoechas,4,,61,5,2021,16
Mesa Harmony,5/12/2021,Gaby,1,1148,1158,16,1,,bright overcast,HB,Apis mellifera,Nasturtium sp.,1,,61,5,2021,16
Mesa Harmony,5/12/2021,Gaby,1,1148,1158,16,1,,bright overcast,Fly,,Calendula sp.,1,,61,5,2021,16
Mesa Harmony,5/12/2021,Gaby,2,1159,1209,16,1,,bright overcast,HB,Apis mellifera,Eschscholzia californica,1,,61,5,2021,16
SBCC,5/12/2021,Gaby,1,1630,1635,16,1,,partly cloudy,Bumble,,Borago officinalis,4,,61,5,2021,16
SBCC,5/12/2021,Gaby,1,1630,1635,16,1,,partly cloudy,HB,Apis mellifera,Borago officinalis,6,,61,5,2021,16
SBCC,5/12/2021,Gaby,1,1630,1635,16,1,,partly cloudy,HB,Apis mellifera,Ocimum kilimandscharicum x basilicum,8,Ocimum kilimandscharicum x basilicum 'Dark Opal',61,5,2021,16
SBCC,5/12/2021,Gaby,1,1630,1635,16,1,,partly cloudy,HB,Apis mellifera,Vicia faba,1,,61,5,2021,16
SBCC,5/12/2021,Gaby,1,1630,1635,16,1,,partly cloudy,Bumble,,Eschscholzia californica,1,,61,5,2021,16
SBCC,5/12/2021,Gaby,2,1636,1641,16,1,,partly cloudy,Bumble,,Salvia canariensis,3,,61,5,2021,16
SBCC,5/12/2021,Gaby,3,1642,1647,16,1,,partly cloudy,HB,Apis mellifera,Ocimum kilimandscharicum x basilicum,5,Ocimum kilimandscharicum x basilicum 'Dark Opal',61,5,2021,16
SBCC,5/12/2021,Gaby,3,1642,1647,16,1,,partly cloudy,Bumble,,Eschscholzia californica,1,,61,5,2021,16
SBCC,5/12/2021,Gaby,4,1648,1653,16,1,,partly cloudy,HB,Apis mellifera,Sedum sp.,1,,61,5,2021,16
SBCC,5/12/2021,Gaby,4,1648,1653,16,1,,partly cloudy,Fly,,Prunus ilicifolia ssp. lyonii,27,,61,5,2021,16
SBCC,5/12/2021,Gaby,1,1655,1700,16,1,,partly cloudy,HB,Apis mellifera,Borago officinalis,7,,61,5,2021,16
SBCC,5/12/2021,Gaby,1,1655,1700,16,1,,partly cloudy,HB,Apis mellifera,Ocimum kilimandscharicum x basilicum,5,Ocimum kilimandscharicum x basilicum 'Dark Opal',61,5,2021,16
SBCC,5/12/2021,Gaby,1,1655,1700,16,1,,partly cloudy,Bumble,,Borago officinalis,3,,61,5,2021,16
SBCC,5/12/2021,Gaby,1,1655,1700,16,1,,partly cloudy,HB,Apis mellifera,Nasturtium sp.,2,,61,5,2021,16
SBCC,5/12/2021,Gaby,2,1701,1706,16,1,,partly cloudy,Bumble,,Mentha sp.,3,,61,5,2021,16
SBCC,5/12/2021,Gaby,2,1701,1706,16,1,,partly cloudy,Bumble,,Salvia canariensis,1,,61,5,2021,16
SBCC,5/12/2021,Gaby,2,1701,1706,16,1,,partly cloudy,HB,Apis mellifera,Salvia canariensis,1,,61,5,2021,16
SBCC,5/12/2021,Gaby,3,1707,1712,16,1,,partly cloudy,HB,Apis mellifera,Ocimum kilimandscharicum x basilicum,4,Ocimum kilimandscharicum x basilicum 'Dark Opal',61,5,2021,16
SBCC,5/12/2021,Gaby,3,1707,1712,16,1,,partly cloudy,Bumble,,Ocimum kilimandscharicum x basilicum,1,Ocimum kilimandscharicum x basilicum 'Dark Opal',61,5,2021,16
SBCC,5/12/2021,Gaby,4,1713,1718,16,1,,partly cloudy,HB,Apis mellifera,Prunus ilicifolia ssp. lyonii,15,,61,5,2021,16
La Cumbre,5/19/2021,Gaby,1,1255,1303,21,1,,clear,HB,Apis mellifera,Tagetes sp.,1,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,1,1255,1303,21,1,,clear,Bumble,,Eschscholzia californica,2,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,1,1255,1303,21,1,,clear,HB,Apis mellifera,Centaurea cyanus,3,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,1,1255,1303,21,1,,clear,HB,Apis mellifera,Eschscholzia californica,2,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,1,1255,1303,21,1,,clear,Fly,,Lobularia maritima,1,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,1,1255,1303,21,1,,clear,HB,Apis mellifera,Unknown Purple,1,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,2,1305,1312,21,1,,clear,HB,Apis mellifera,Salvia sp.,5,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,2,1305,1312,21,1,,clear,HB,Apis mellifera,Tagetes sp.,2,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,2,1305,1312,21,1,,clear,HB,Apis mellifera,Salvia leucantha,2,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,2,1305,1312,21,1,,clear,HB,Apis mellifera,Diplotaxis tenuifolia,3,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,2,1305,1312,21,1,,clear,SHBB,,Calendula sp.,1,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,3,1313,1318,21,1,,clear,HB,Apis mellifera,Diplotaxis tenuifolia,1,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,3,1313,1318,21,1,,clear,Fly,,Lobularia maritima,1,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,3,1313,1318,21,1,,clear,HB,Apis mellifera,Ocimum kilimandscharicum x basilicum,1,Ocimum kilimandscharicum x basilicum 'Dark Opal',70,5,2021,21
La Cumbre,5/19/2021,Gaby,3,1313,1318,21,1,,clear,HB,Apis mellifera,Lobularia maritima,2,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,1,1320,1328,21,1,,clear,HB,Apis mellifera,Centaurea cyanus,3,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,1,1320,1328,21,1,,clear,Bumble,,Eschscholzia californica,1,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,1,1320,1328,21,1,,clear,HB,Apis mellifera,Calendula sp.,2,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,2,1331,1338,21,1,,clear,HB,Apis mellifera,Salvia sp.,7,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,2,1331,1338,21,1,,clear,HB,Apis mellifera,Salvia leucantha,1,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,2,1331,1338,21,1,,clear,Fly,,Salvia sp.,1,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,2,1331,1338,21,1,,clear,HB,Apis mellifera,Tagetes sp.,2,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,2,1331,1338,21,1,,clear,HB,Apis mellifera,Diplotaxis tenuifolia,4,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,2,1331,1338,21,1,,clear,HB,Apis mellifera,Lobularia maritima,1,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,2,1331,1338,21,1,,clear,HB,Apis mellifera,Calendula sp.,4,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,2,1331,1338,21,1,,clear,SHBB,,Calendula sp.,3,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,3,1339,1344,21,1,,clear,Fly,,Diplotaxis tenuifolia,1,,70,5,2021,21
La Cumbre,5/19/2021,Gaby,3,1339,1344,21,1,,clear,SDB,,Diplotaxis tenuifolia,1,,70,5,2021,21
Brad,5/19/2021,Gaby,1,1403,1413,20,1,,clear,,,,0,no visitors,68,5,2021,20
Brad,5/19/2021,Gaby,2,1414,1424,20,1,,clear,HB,Apis mellifera,Vicia faba,3,,68,5,2021,20
Brad,5/19/2021,Gaby,2,1414,1424,20,1,,clear,HB,Apis mellifera,Lycianthes sp.,1,,68,5,2021,20
Brad,5/19/2021,Gaby,1,1435,1435,20,1,,clear,,,,0,no visitors,68,5,2021,20
Brad,5/19/2021,Gaby,2,1426,1446,20,1,,clear,HB,Apis mellifera,Vicia faba,1,,68,5,2021,20
SBBG,5/21/2021,Gaby,1,1115,1125,19,2,,clear,HB,Apis mellifera,Eriogonum fasiculatum,13,,66,5,2021,19
SBBG,5/21/2021,Gaby,1,1115,1125,19,2,,clear,SSB,,Asclepias sp.,1,,66,5,2021,19
SBBG,5/21/2021,Gaby,1,1115,1125,19,2,,clear,Green Sweat Bee,,Eschscholzia californica,1,,66,5,2021,19
SBBG,5/21/2021,Gaby,2,1128,1138,19,2,,clear,SHBB,,Malacothamnus palmeri,3,,66,5,2021,19
SBBG,5/21/2021,Gaby,2,1128,1138,19,2,,clear,SSB,,Eriophyllum confertiflorum,1,,66,5,2021,19
SBBG,5/21/2021,Gaby,2,1128,1138,19,2,,clear,HB,Apis mellifera,Salvia azurea,3,,66,5,2021,19
SBBG,5/21/2021,Gaby,2,1128,1138,19,2,,clear,SHBB,,Eriophyllum confertiflorum,1,,66,5,2021,19
SBBG,5/21/2021,Gaby,1,1140,1150,19,2,,clear,HB,Apis mellifera,Eriogonum fasiculatum,14,,66,5,2021,19
SBBG,5/21/2021,Gaby,1,1140,1150,19,2,,clear,SSB,,Eriogonum fasiculatum,4,,66,5,2021,19
SBBG,5/21/2021,Gaby,1,1140,1150,19,2,,clear,MHBB,,Eriogonum fasiculatum,2,,66,5,2021,19
SBBG,5/21/2021,Gaby,1,1140,1150,19,2,,clear,HLB,,Eschscholzia californica,1,,66,5,2021,19
SBBG,5/21/2021,Gaby,1,1140,1150,19,2,,clear,HB,Apis mellifera,Eschscholzia californica,1,,66,5,2021,19
SBBG,5/21/2021,Gaby,1,1140,1150,19,2,,clear,HB,Apis mellifera,Romneya sp.,1,,66,5,2021,19
SBBG,5/21/2021,Gaby,2,1152,1202,19,2,,clear,SHBB,,Malacothamnus palmeri,4,,66,5,2021,19
SBBG,5/21/2021,Gaby,2,1152,1202,19,2,,clear,HB,Apis mellifera,Salvia azurea,2,,66,5,2021,19
SBBG,5/21/2021,Gaby,2,1152,1202,19,2,,clear,SHBB,,Eriophyllum confertiflorum,2,,66,5,2021,19
Mesa Harmony,5/1/2021,Gaby,1,1130,1140,18,0,,clear,HB,Apis mellifera,Sedum sp.,1,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1130,1140,18,0,,clear,HB,Apis mellifera,Lavandula stoechas,6,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1130,1140,18,0,,clear,HB,Apis mellifera,Nasturtium sp.,1,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1130,1140,18,0,,clear,HB,Apis mellifera,Calendula sp.,5,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1130,1140,18,0,,clear,Fly,,Calendula sp.,2,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1130,1140,18,0,,clear,SHBB,,Calendula sp.,1,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1142,1152,18,0,,clear,HB,Apis mellifera,Calendula sp.,3,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1142,1152,18,0,,clear,Fly,,Calendula sp.,2,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1142,1152,18,0,,clear,HB,Apis mellifera,Eschscholzia californica,2,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1142,1152,18,0,,clear,SHBB,,Calendula sp.,1,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1154,1204,18,0,,clear,HB,Apis mellifera,Sedum sp.,1,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1154,1204,18,0,,clear,HB,Apis mellifera,Calendula sp.,8,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1154,1204,18,0,,clear,HB,Apis mellifera,Lavandula stoechas,5,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1154,1204,18,0,,clear,HB,Apis mellifera,Nasturtium sp.,1,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1154,1204,18,0,,clear,HB,Apis mellifera,Geranium sp.,1,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,1,1154,1204,18,0,,clear,Fly,,Calendula sp.,2,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1210,1220,18,0,,clear,HB,Apis mellifera,Calendula sp.,5,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1210,1220,18,0,,clear,HB,Apis mellifera,Geranium sp.,1,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1210,1220,18,0,,clear,HB,Apis mellifera,Eschscholzia californica,3,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1210,1220,18,0,,clear,Fly,,Calendula sp.,2,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1210,1220,18,0,,clear,SSB,,Squash,1,,64,5,2021,18
Mesa Harmony,5/1/2021,Gaby,2,1210,1220,18,0,,clear,Bumble,,Calendula sp.,1,,64,5,2021,18
SBCC,5/26/2021,Gaby,1,1334,1339,18,0,,clear,HB,Apis mellifera,Borago officinalis,10,,64,5,2021,18
SBCC,5/26/2021,Gaby,1,1334,1339,18,0,,clear,HB,Apis mellifera,Ocimum kilimandscharicum x basilicum,4,Ocimum kilimandscharicum x basilicum 'Dark Opal',64,5,2021,18
SBCC,5/26/2021,Gaby,1,1334,1339,18,0,,clear,Bumble,,Borago officinalis,2,,64,5,2021,18
SBCC,5/26/2021,Gaby,2,1340,1345,18,0,,clear,Bumble,,Mentha sp.,1,,64,5,2021,18
SBCC,5/26/2021,Gaby,2,1340,1345,18,0,,clear,Bumble,,Salvia canariensis,1,,64,5,2021,18
SBCC,5/26/2021,Gaby,2,1340,1345,18,0,,clear,HB,Apis mellifera,Salvia canariensis,1,,64,5,2021,18
SBCC,5/26/2021,Gaby,3,1347,1352,18,0,,clear,HB,Apis mellifera,Ocimum kilimandscharicum x basilicum,11,Ocimum kilimandscharicum x basilicum 'Dark Opal',64,5,2021,18
SBCC,5/26/2021,Gaby,3,1347,1352,18,0,,clear,HB,Apis mellifera,Ceanothus sp.,2,,64,5,2021,18
SBCC,5/26/2021,Gaby,3,1347,1352,18,0,,clear,HB,Apis mellifera,Eschscholzia californica,4,,64,5,2021,18
SBCC,5/26/2021,Gaby,4,1353,1358,18,0,,clear,HB,Apis mellifera,Prunus ilicifolia ssp. lyonii,12,,64,5,2021,18
SBCC,5/26/2021,Gaby,4,1353,1358,18,0,,clear,HB,Apis mellifera,Sedum sp.,1,,64,5,2021,18
SBCC,5/26/2021,Gaby,4,1353,1358,18,0,,clear,SSB,,Cudweed,1,,64,5,2021,18
SBCC,5/26/2021,Gaby,4,1353,1358,18,0,,clear,Fly,,Cudweed,1,,64,5,2021,18
SBCC,5/26/2021,Gaby,1,1404,1409,18,0,,clear,Bumble,,Borago officinalis,3,,64,5,2021,18
SBCC,5/26/2021,Gaby,1,1404,1409,18,0,,clear,HB,Apis mellifera,Borago officinalis,3,,64,5,2021,18
SBCC,5/26/2021,Gaby,1,1404,1409,18,0,,clear,HB,Apis mellifera,Ocimum kilimandscharicum x basilicum,8,Ocimum kilimandscharicum x basilicum 'Dark Opal',64,5,2021,18
SBCC,5/26/2021,Gaby,1,1404,1409,18,0,,clear,Fly,,Borago officinalis,1,,64,5,2021,18
SBCC,5/26/2021,Gaby,1,1404,1409,18,0,,clear,HB,Apis mellifera,Calendula sp.,1,,64,5,2021,18
SBCC,5/26/2021,Gaby,2,1410,1415,18,0,,clear,HB,Apis mellifera,Mentha sp.,2,,64,5,2021,18
SBCC,5/26/2021,Gaby,2,1410,1415,18,0,,clear,HB,Apis mellifera,Salvia canariensis,2,,64,5,2021,18
SBCC,5/26/2021,Gaby,2,1410,1415,18,0,,clear,Bumble,,Salvia canariensis,1,,64,5,2021,18
